"","lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","groups","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout","cluster_strat75_holdout","cluster_random50_holdout"
"2370",3002,819,1896,NA,"2007-08-14",2007,8,814,65661,"EPA_NLA_CHEM",0.15,3,"HU4_46",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2371",3003,NA,NA,NA,"1992-07-08",NA,NA,NA,NA,NA,8.6868,1,"HU4_25",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2372",3004,41,525,14.7,"2006-06-15",2006,6,615,65667,"NJ_DEP_CHEM",1.2,4,"HU4_16",3,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2373",3006,300,NA,28,"1990-07-19",1990,7,719,65784,"MN_MPCA_CHEM",0.6,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2374",3007,NA,803,22.220624,"2005-07-12",2005,7,712,66135,"OH_MIAMI_CHEM",0.925,3,"HU4_45",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2375",3008,NA,NA,2.2,"2005-08-17",2005,8,817,66189,"MI_DEQ_LWQA",5,2,"HU4_24",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2376",3009,22,499,1.87,"1997-07-29",1997,7,729,66193,"IN_chemistry",2.2,4,"HU4_37",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2377",3010,NA,NA,NA,"2009-07-29",NA,NA,NA,NA,NA,1.68,1,"HU4_28",4,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2378",3011,7,1402,6.6,"2003-08-25",2003,8,825,66199,"MI_DEQ_LWQA",1.5,4,"HU4_30",3,TRUE,FALSE,NA,FALSE,FALSE,TRUE,NA
"2379",3012,NA,665,5.2,"2000-08-24",2000,8,824,66206,"MN_MPCA_CHEM_1999_2012",5.49,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2380",3013,78,1280,28.2,"1990-07-25",1990,7,725,66218,"MN_MPCA_CHEM",1.1,4,"HU4_25",1,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
"2381",3014,NA,NA,55.8,"2001-07-03",2001,7,703,66327,"MN_MPCA_CHEM_1999_2012",0.76,2,"HU4_53",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2382",3015,11,700,1.44,"1990-07-18",1990,7,718,66351,"MN_MPCA_CHEM",4.7,4,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2383",3016,25,1370,7.9,"2008-08-19",2008,8,819,66423,"MI_DEQ_LWQA",1.2,4,"HU4_37",1,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA
"2384",3017,15,553,NA,"2007-07-19",2007,7,719,66427,"EPA_NLA_CHEM",1.45,3,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2385",3019,14,293,9.62,"2002-06-21",2002,6,621,66555,"WI_BIOCOM",2.55,4,"HU4_33",1,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2386",3020,NA,346,5.760466,"2006-07-17",2006,7,717,66594,"OH_MIAMI_CHEM",1.7,3,"HU4_41",2,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2387",3021,9,736,3,"2007-08-13",2007,8,813,66599,"MI_DEQ_LWQA",3.8,4,"HU4_39",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2388",3022,51,1816,6.87,"1993-08-17",1993,8,817,66602,"IN_chemistry",1.5,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2389",3023,14,NA,9.8,"2004-06-17",2004,6,617,66605,"MA_DEP_CHEM",3.5,3,"HU4_11",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2390",3024,20,785,0.004,"1990-06-15",1990,6,615,66630,"MN_MPCA_CHEM",3.66,4,"HU4_29",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2391",3025,NA,493,16.012136,"2006-07-06",2006,7,706,66794,"OH_MIAMI_CHEM",1.51,3,"HU4_45",3,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2392",3026,10,NA,1.84,"1994-07-06",1994,7,706,66800,"WI_DNR_NUTRIENT",5.715,3,"HU4_33",1,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"2393",3028,13,1010,NA,"1991-07-08",1991,7,708,66903,"MN_MPCA_CHEM",2.75,3,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2394",3029,NA,1260,22.709255,"2006-07-19",2006,7,719,66954,"OH_MIAMI_CHEM",1.36,3,"HU4_41",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2395",3032,20,NA,3.9,"2007-08-29",2007,8,829,66959,"WI_DNR_NUTRIENT",NA,2,"HU4_24",4,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2396",3033,NA,928,36.381342,"2007-07-11",2007,7,711,66960,"OH_MIAMI_CHEM",0.76,3,"HU4_47",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2397",3035,NA,NA,NA,"2010-07-28",NA,NA,NA,NA,NA,0.6858,1,"HU4_27",3,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"2398",3036,11,412,NA,"1992-09-15",1992,9,915,66967,"WI_DNR_NUTRIENT",2.7,3,"HU4_32",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2399",3038,147,3711,NA,"1995-07-12",1995,7,712,67006,"WI_DNR_NUTRIENT",0.3,3,"HU4_27",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2400",3039,NA,NA,2,"2007-07-18",2007,7,718,67011,"MN_MPCA_CHEM_1999_2012",4.3,2,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2401",3041,132,1750,91,"1994-06-29",1994,6,629,67027,"MN_MPCA_CHEM",0.5,4,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2402",3042,9,374,1.41,"1991-07-31",1991,7,731,67063,"MN_MPCA_CHEM",4.3,4,"HU4_26",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2403",3043,10,NA,NA,"2000-08-23",2000,8,823,67074,"WI_DNR_NUTRIENT",4.48056,2,"HU4_27",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2404",3044,221,710,6.73,"1992-06-26",1992,6,626,67086,"MN_MPCA_CHEM",3.2,4,"HU4_53",3,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2405",3045,55,1329,3.14,"1995-08-08",1995,8,808,67132,"IN_chemistry",1.9,4,"HU4_38",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2406",3047,7,642,1.7,"2007-08-14",2007,8,814,67144,"MI_DEQ_LWQA",4.3,4,"HU4_39",1,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"2407",3048,40,470.9,4.4,"2006-08-17",2006,8,817,67147,"NJ_DEP_CHEM",1.7,4,"HU4_16",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2408",3049,18,1220,7.2,"2009-08-11",2009,8,811,67189,"MI_DEQ_LWQA",2.4,4,"HU4_30",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2409",3050,9,447,NA,"1999-07-19",1999,7,719,67196,"WI_L_POSITION_CHEM",5.5,3,"HU4_24",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2410",3053,42,NA,33.8,"1997-08-12",1997,8,812,67285,"MN_MPCA_CHEM",1,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2411",3054,10,364,1.8,"2006-08-07",2006,8,807,67391,"MI_DEQ_LWQA",4,4,"HU4_37",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2412",3055,18,475,3.7,"2006-08-21",2006,8,821,67396,"MI_DEQ_LWQA",2.4,4,"HU4_24",2,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2413",3056,17,383,1.4,"2007-06-21",2007,6,621,67400,"NJ_DEP_CHEM",0.8,4,"HU4_16",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2414",3057,39,NA,23.6,"1998-06-19",1998,6,619,67405,"MN_MPCA_CHEM",1,3,"HU4_25",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2415",3058,NA,NA,9,"2003-07-28",2003,7,728,67489,"MA_DEP_CHEM",1.8,2,"HU4_10",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2416",3059,NA,NA,NA,"1990-08-27",NA,NA,NA,NA,NA,2.13,1,"HU4_26",1,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"2417",3060,NA,NA,NA,"2011-08-03",NA,NA,NA,NA,NA,4.1,1,"HU4_26",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2418",3061,9,215,2.4,"2005-08-17",2005,8,817,67496,"MI_DEQ_LWQA",4,4,"HU4_24",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2419",3064,NA,NA,110,"2001-06-21",2001,6,621,67524,"MN_MPCA_CHEM_1999_2012",0.7,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2420",3065,7.9,242,2.5,"2007-06-27",2007,6,627,67662,"ME_ANP_pre_2006",4.64,4,"HU4_3",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2421",3066,NA,849,37.971788,"2006-08-10",2006,8,810,67673,"OH_MIAMI_CHEM",0.45,3,"HU4_48",1,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"2422",3067,NA,NA,NA,"2008-06-18",NA,NA,NA,NA,NA,3.58,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2423",3068,NA,NA,NA,"2007-06-25",NA,NA,NA,NA,NA,5.18,1,"HU4_28",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2424",3069,11,630,2.88,"1996-07-01",1996,7,701,67682,"MN_MPCA_CHEM",3.9,4,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2425",3070,7,485,3.6,"2009-08-25",2009,8,825,67716,"MI_DEQ_LWQA",4.3,4,"HU4_37",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"2426",3071,16,620,5.13,"1992-07-06",1992,7,706,67726,"MN_MPCA_CHEM",3.9,4,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2427",3072,6,651,1.5,"2007-08-06",2007,8,806,67741,"MI_DEQ_LWQA",3.5,4,"HU4_31",2,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"2428",3073,10,679,1.04,"2002-07-17",2002,7,717,67749,"WI_DNR_NUTRIENT",3.5052,4,"HU4_33",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2429",3074,28,674,3.81,"2003-08-19",2003,8,819,67757,"WI_DNR_NUTRIENT",1.524,4,"HU4_33",4,TRUE,FALSE,NA,FALSE,FALSE,TRUE,NA
"2430",3075,13,381,1.75,"1990-08-08",1990,8,808,67796,"MN_MPCA_CHEM",4,4,"HU4_26",2,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"2431",3076,NA,NA,43,"2000-06-30",2000,6,630,67829,"MN_MPCA_CHEM_1999_2012",0.6,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2432",3077,NA,NA,47,"2006-06-19",2006,6,619,67874,"MN_MPCA_CHEM_1999_2012",1.22,2,"HU4_25",1,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2433",3078,120,NA,45,"1990-07-05",1990,7,705,68056,"MN_MPCA_CHEM",1.68,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2434",3079,NA,NA,4.52,"2002-06-27",2002,6,627,68094,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2435",3080,124,1814,27.1,"2010-06-16",2010,6,616,68154,"WI_DNR_NUTRIENT",1.700784,4,"HU4_33",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2436",3081,7,711,3.6,"2010-08-24",2010,8,824,68211,"MI_DEQ_LWQA",2.4,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2437",3082,NA,NA,55,"2009-06-23",2009,6,623,68219,"MN_MPCA_CHEM_1999_2012",0.8,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2438",3083,8,1120,1.5,"2003-08-14",2003,8,814,68231,"MI_DEQ_LWQA",4.9,4,"HU4_40",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2439",3085,57,742,50.4,"2006-08-23",2006,8,823,68236,"NJ_DEP_CHEM",1.1,4,"HU4_16",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2440",3086,12,335,6,"2001-08-15",2001,8,815,68239,"MI_DEQ_LWQA",2.9,4,"HU4_37",3,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA
"2441",3087,16,885,2.7,"2006-08-17",2006,8,817,68242,"MI_DEQ_LWQA",2.1,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2442",3089,18,1600,8.01,"1993-06-23",1993,6,623,68247,"MN_MPCA_CHEM",1.5,4,"HU4_28",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2443",3092,NA,NA,7.5,"1999-06-24",1999,6,624,68307,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2444",3093,NA,NA,NA,"2008-09-02",NA,NA,NA,NA,NA,3.2004,1,"HU4_32",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2445",3094,NA,597,2.33,"2008-07-07",2008,7,707,68502,"MN_MPCA_CHEM_1999_2012",4.05,3,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2446",3095,NA,NA,NA,"2003-09-15",NA,NA,NA,NA,NA,3.9624,1,"HU4_27",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2447",3096,48,258,4.02,"2008-08-20",2008,8,820,68513,"NJ_DEP_CHEM",1.5,4,"HU4_16",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2448",3097,NA,NA,NA,"2006-07-08",NA,NA,NA,NA,NA,6.1,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2449",3098,NA,367.3,12.13,"2009-07-28",2009,7,728,68526,"NJ_DEP_CHEM",3,3,"HU4_13",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2450",3099,15,543,1.3,"2009-08-18",2009,8,818,68558,"MI_DEQ_LWQA",4,4,"HU4_39",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2451",3102,10,816,7.73,"1994-07-18",1994,7,718,68565,"IN_chemistry",2.8,4,"HU4_38",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2452",3103,7,NA,1.99,"1998-06-16",1998,6,616,68570,"MN_MPCA_CHEM",5.9,3,"HU4_28",3,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2453",3104,91,1580,17.11507246,"2010-07-17",2010,7,717,68646,"RI_URIWW_CHEM",0.9375,4,"HU4_10",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2454",3106,11,642,2,"2002-08-12",2002,8,812,68655,"MI_DEQ_LWQA",3,4,"HU4_40",3,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA
"2455",3107,17,622,1.45,"1991-07-16",1991,7,716,68659,"MN_MPCA_CHEM",1.7,4,"HU4_28",1,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2456",3108,32,NA,15.2,"2004-08-11",2004,8,811,68670,"WI_DNR_NUTRIENT",2.1336,3,"HU4_33",3,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2457",3109,NA,NA,22.8,"2009-07-09",2009,7,709,68726,"MN_MPCA_CHEM_1999_2012",1,2,"HU4_53",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2458",3110,NA,NA,2,"2000-07-14",2000,7,714,68735,"MN_MPCA_CHEM_1999_2012",2.9,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2459",3111,NA,789,34.752572,"2007-07-11",2007,7,711,68775,"OH_MIAMI_CHEM",0.57,3,"HU4_44",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2460",3112,NA,947,23.33202,"2007-07-09",2007,7,709,68777,"OH_MIAMI_CHEM",0.55,3,"HU4_41",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2461",3113,16,508,NA,"2007-07-24",2007,7,724,68780,"EPA_NLA_CHEM",1.4,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2462",3114,20,733,4.06,"2009-06-15",2009,6,615,68924,"WI_DNR_NUTRIENT",2.5146,4,"HU4_32",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2463",3115,5,1010,0.5,"2006-08-22",2006,8,822,68946,"MI_DEQ_LWQA",5.5,4,"HU4_37",4,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"2464",3116,NA,NA,2,"2005-06-16",2005,6,616,68953,"MN_MPCA_CHEM_1999_2012",1.52,2,"HU4_25",1,TRUE,FALSE,NA,FALSE,TRUE,FALSE,NA
"2465",3117,NA,NA,4.5,"2003-06-23",2003,6,623,68963,"MN_MPCA_CHEM_1999_2012",4.11,2,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2466",3118,NA,635,8.4,"2001-07-17",2001,7,717,69002,"MN_MPCA_CHEM_1999_2012",2.1,3,"HU4_25",3,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2467",3119,20,485,NA,"2007-08-06",2007,8,806,69011,"EPA_NLA_CHEM",2.05,3,"HU4_25",1,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2468",3121,29,NA,NA,"2003-08-22",2003,8,822,69054,"WI_DNR_NUTRIENT",NA,1,"HU4_27",1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2469",3122,40,NA,1,"1990-07-20",1990,7,720,69083,"MN_MPCA_CHEM",6.5,3,"HU4_25",3,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"2470",3124,78.71,1455,13.7,"2005-07-19",2005,7,719,69217,"NJ_DEP_CHEM",0.3,4,"HU4_12",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2471",3126,NA,NA,18,"2009-08-19",2009,8,819,69220,"MI_DEQ_LWQA",0.3,2,"HU4_40",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2472",3127,12,1300,5.5,"2010-08-18",2010,8,818,69224,"MI_DEQ_LWQA",1.5,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2473",3128,19,743,7.4,"2005-08-02",2005,8,802,69227,"MI_DEQ_LWQA",1.2,4,"HU4_37",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2474",3130,NA,NA,NA,"2007-07-20",NA,NA,NA,NA,NA,1.98,1,"HU4_26",NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2475",3131,10,602,7.53,"1994-08-09",1994,8,809,69233,"IN_chemistry",1.5,4,"HU4_38",1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2476",3132,NA,NA,NA,"2005-06-15",NA,NA,NA,NA,NA,2.29,1,"HU4_25",3,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"2477",3133,11,1430,5.5,"2005-08-10",2005,8,810,69238,"MI_DEQ_LWQA",1.5,4,"HU4_37",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2478",3135,17.2,NA,3.2,"1991-07-18",1991,7,718,69271,"UMWLTM",2.4,3,"HU4_27",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"2479",3136,22,675.2,5.99,"2009-06-23",2009,6,623,69296,"NJ_DEP_CHEM",1.2,4,"HU4_13",3,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"2480",3137,NA,NA,2.21,"2010-06-16",2010,6,616,69320,"MN_MPCA_CHEM_1999_2012",5.7,2,"HU4_26",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2481",3138,20,289,2.99,"1996-08-06",1996,8,806,69329,"IN_chemistry",1.9,4,"HU4_38",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2482",3139,NA,1131,6.98,"2009-07-23",2009,7,723,69333,"NJ_DEP_CHEM",1.7,3,"HU4_16",3,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"2483",3140,52,NA,27.7,"1997-08-13",1997,8,813,69350,"MN_MPCA_CHEM",1,3,"HU4_25",2,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"2484",3141,NA,NA,NA,"1990-07-10",NA,NA,NA,NA,NA,6.096,1,"HU4_27",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2485",3142,NA,685,1.73,"2008-06-16",2008,6,616,69469,"MN_MPCA_CHEM_1999_2012",2.59,3,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2486",3143,NA,NA,NA,"1998-08-30",NA,NA,NA,NA,NA,5.2578,1,"HU4_27",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2487",3144,NA,199,4.629908,"2006-08-28",2006,8,828,69480,"OH_MIAMI_CHEM",3.16,3,"HU4_48",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2488",3146,147,3513,5.01,"1993-08-03",1993,8,803,69490,"IN_chemistry",3.7,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2489",3147,120,NA,3,"1999-08-05",1999,8,805,69493,"MA_DEP_CHEM",1.5,3,"HU4_11",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2490",3148,34,1090,12.5,"1990-06-20",1990,6,620,69512,"MN_MPCA_CHEM",1.4,4,"HU4_25",1,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"2491",3149,154,1580,1.28,"1992-07-14",1992,7,714,69563,"MN_MPCA_CHEM",1.4,4,"HU4_53",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2492",3150,15,470,2.98,"1991-07-17",1991,7,717,69581,"MN_MPCA_CHEM",2.9,4,"HU4_25",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2493",3151,19,644,11.2,"2006-07-27",2006,7,727,69648,"NJ_DEP_CHEM",1.6,4,"HU4_13",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2494",3152,11,772,4,"2001-08-23",2001,8,823,69735,"MI_DEQ_LWQA",2.4,4,"HU4_37",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2495",3153,38,718,22,"2004-08-18",2004,8,818,69744,"MI_DEQ_LWQA",1.5,4,"HU4_37",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2496",3154,10,NA,1.86,"2006-06-15",2006,6,615,69748,"WI_DNR_NUTRIENT",4.4196,3,"HU4_29",2,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"2497",3155,23,NA,NA,"2000-06-24",2000,6,624,69786,"VT_DWQ_NUTRIENT",NA,1,"HU4_5",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2498",3156,14,311,2.7,"2004-08-10",2004,8,810,69789,"MI_DEQ_LWQA",1.5,4,"HU4_24",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2499",3157,24,2694,1.94,"1993-08-23",1993,8,823,69793,"IN_chemistry",1.7,4,"HU4_37",1,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2500",3159,331,1411,9.13,"1996-07-23",1996,7,723,69800,"IN_chemistry",0.6,4,"HU4_49",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2501",3160,NA,NA,4,"1999-07-01",1999,7,701,69832,"MN_MPCA_CHEM_1999_2012",2.44,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2502",3161,NA,615,4.37,"2008-07-02",2008,7,702,69897,"MN_MPCA_CHEM_1999_2012",2.74,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"2503",3163,20,1270,5.77,"1996-06-24",1996,6,624,69911,"MN_MPCA_CHEM",2.6,4,"HU4_53",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2504",3165,NA,NA,NA,"1995-08-15",NA,NA,NA,NA,NA,5.9436,1,"HU4_27",2,FALSE,TRUE,NA,TRUE,FALSE,FALSE,NA
"2505",3166,19,568,NA,"2004-06-28",2004,6,628,69958,"WI_HANSON",1.3,3,"HU4_33",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2506",3167,NA,NA,2,"2006-08-14",2006,8,814,69960,"MI_DEQ_LWQA",NA,1,"HU4_40",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2507",3168,7,339,NA,"2002-06-24",2002,6,624,69962,"WI_BIOCOM",3.5,3,"HU4_27",2,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"2508",3169,25,NA,12.8,"1996-07-29",1996,7,729,69970,"WI_DNR_NUTRIENT",1.3716,3,"HU4_33",4,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2509",3170,11,382,3.3,"2004-08-09",2004,8,809,70021,"MI_DEQ_LWQA",2.4,4,"HU4_31",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"2510",3171,NA,NA,NA,"2001-06-23",NA,NA,NA,NA,NA,1.3716,1,"HU4_33",1,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
"2511",3172,183,2068,89.36,"1998-07-28",1998,7,728,70025,"IN_chemistry",0.5,4,"HU4_38",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"2512",3173,94,1790,39.2,"1992-06-25",1992,6,625,70034,"MN_MPCA_CHEM",0.9,4,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2513",3174,14,NA,1.9,"1992-07-17",1992,7,717,70149,"UMWLTM",2.8,3,"HU4_33",2,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"2514",3175,2.5,597,2.1,"2004-08-04",2004,8,804,70171,"MI_DEQ_LWQA",3.2,4,"HU4_30",2,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"2515",3176,21,3030,16.1,"2004-08-09",2004,8,809,70179,"WI_DNR_NUTRIENT",1.6764,4,"HU4_33",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"2516",3177,100,1490,65.4,"1992-07-10",1992,7,710,70225,"MN_MPCA_CHEM",0.75,4,"HU4_29",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"2517",3178,NA,NA,4,"2008-06-15",2008,6,615,70272,"MN_MPCA_CHEM_1999_2012",2.59,2,"HU4_53",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
